id, name, gender, size, type, more_names
791, Clown Hair Orange, f, s, Attribute, 
792, Clown Hair Red, f, s, Attribute, 
793, Clown Hair Pink, f, s, Attribute, 
794, Clown Hair Purple, f, s, Attribute, 
795, Clown Hair Blue, f, s, Attribute, 
796, Clown Hair Periwinkle, f, s, Attribute, 
797, Clown Hair Light Blue, f, s, Attribute, 
798, Clown Hair Light Green, f, s, Attribute, 
799, Clown Hair Green, f, s, Attribute, 
800, Clown Hair Teal, f, s, Attribute, 
801, Clown Hair Blonde, f, s, Attribute, 
802, Clown Hair Silver, f, s, Attribute, 
803, Clown Hair White, f, s, Attribute, 
804, Top Hat B&W, u, l, Attribute, 
805, Top Hat B&W, f, s, Attribute, 
806, 3D Glasses B&W, u, l, Attribute, 
807, Alien Eyes B&W, u, l, Attribute, 
808, Ape Front B&W, u, l, Attribute, Frankenstein Front B&W | Head Front B&W
809, Ape Nose B&W, u, l, Attribute, 
810, Bandana B&W, u, l, Attribute, 
811, Beanie B&W, u, l, Attribute, 
812, Bear Hood B&W, u, l, Attribute, 
813, Bubble Gum B&W, u, l, Attribute, 
814, Cap B&W, u, l, Attribute, 
815, Cap Forward B&W, u, l, Attribute, 
816, Cigarette B&W, u, l, Attribute, 
817, Clown Eyes B&W, u, l, Attribute, 
818, Clown Nose B&W, u, l, Attribute, 
819, Cowboy Hat B&W, u, l, Attribute, 
820, Crazy Hair B&W, u, l, Attribute, 
821, Earring B&W, u, l, Attribute, 
822, Eyes B&W, u, l, Attribute, 
823, Fedora B&W, u, l, Attribute, 
824, Frown B&W, u, l, Attribute, 
825, Frumpy Hair B&W, u, l, Attribute, 
826, Headband B&W, u, l, Attribute, 
827, Heart Eyes B&W, u, l, Attribute, 
828, Knitted Cap B&W, u, l, Attribute, 
829, Laser Eyes B&W, u, l, Attribute, 
830, Medical Mask B&W, u, l, Attribute, 
831, Messy Hair B&W, u, l, Attribute, 
832, Mohawk B&W, u, l, Attribute, 
833, Mouth B&W, u, l, Attribute, 
834, Mouth Big B&W, u, l, Attribute, Ape Mouth B&W | Alien Mouth B&W
835, Nose B&W, u, l, Attribute, 
836, Nose Small B&W, u, l, Attribute, 
837, Nose Up B&W, u, l, Attribute, Scream Nose B&W
838, Nose Up Big B&W, u, l, Attribute, Alien Nose B&W
839, Orc Eyes B&W, u, l, Attribute, Frankenstein Eyes B&W
840, Orc Mouth B&W, u, l, Attribute, 
841, Orc Mouth Small B&W, u, l, Attribute, 
842, Orc Nose B&W, u, l, Attribute, 
843, Robot Eyes B&W, u, l, Attribute, 
844, Robot Mouth B&W, u, l, Attribute, 
845, Peak Spike B&W, u, l, Attribute, 
846, Pipe B&W, u, l, Attribute, 
847, Police Cap B&W, u, l, Attribute, 
848, Regular Shades B&W, u, l, Attribute, 
849, Santa Hat B&W, u, l, Attribute, 
850, Scream Eyes B&W, u, l, Attribute, 
851, Scream Mouth B&W, u, l, Attribute, 
852, Skeleton Eyes B&W, u, l, Attribute, 
853, Skeleton Mouth B&W, u, l, Attribute, Frankenstein Mouth B&W
854, Small Shades B&W, u, l, Attribute, 
855, Smile B&W, u, l, Attribute, 
856, Smile Big B&W, u, l, Attribute, 
857, Spots B&W, u, l, Attribute, 
858, Sun Hat B&W, u, l, Attribute, 
859, Vampire Mouth B&W, u, l, Attribute, 
860, Vampire Mouth Small B&W, u, l, Attribute, 
861, VR B&W, u, l, Attribute, 
862, Zombie Eyes B&W, u, l, Attribute, 
863, Zombie Mouth B&W, u, l, Attribute, 
864, Big Beard (Natural), m, l, Attribute, 
865, Goat (Natural), m, l, Attribute, 
866, Cap Forward (Natural), u, l, Attribute, 
867, Cigarette (Natural), u, l, Attribute, 
868, Do-rag (Natural), u, l, Attribute, 
869, Earring (Natural), u, l, Attribute, Gold Earring (Natural)
870, Headband (Natural), u, l, Attribute, 
871, Knitted Cap (Natural), u, l, Attribute, 
872, Mohawk (Natural), u, l, Attribute, 
873, Mohawk Thin (Natural), u, l, Attribute, 
874, Pipe (Natural), u, l, Attribute, 
875, Police Cap (Natural), u, l, Attribute, 
876, Shaved Head (Natural), u, l, Attribute, 
877, VR (Natural), u, l, Attribute, 
878, Cigarette (Natural), f, s, Attribute, 
879, Earring (Natural), f, s, Attribute, Gold Earring (Natural)
880, Mohawk (Natural), f, s, Attribute, 
881, Mohawk Thin (Natural), f, s, Attribute, 
882, Pipe (Natural), f, s, Attribute, 
